Q1,Q2,Q3,Q4,Q5,Q6_encoded,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp
Rarely,Rarely,Rarely,Always,Often,0.6974657160199658,0.2911,0.013,0.1494,0.0175,33.04,48.64,18.32,0.0,0.89,0.11,-0.3079
Always,Often,Often,Sometimes,Rarely,2.763750952409864,0.3642,0.0204,0.2004,0.0107,17.86,25.32,56.81,0.0,0.81,0.19,-0.5523
Sometimes,Rarely,Sometimes,Often,Sometimes,1.5469413852021496,0.3291,0.0138,0.1518,0.0162,26.93,37.6,35.47,0.0,0.9,0.1,-0.2944
Often,Often,Often,Never,Never,3.746919954946938,0.3254,0.0294,0.1269,0.0144,0.0,37.2,62.8,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Always,0.550083776583973,0.3236,0.0198,0.109,0.016,47.99,41.64,10.37,0.27,0.73,0.0,0.7759
Rarely,Rarely,Sometimes,Sometimes,Sometimes,1.364265404201034,0.2863,0.0203,0.063,0.012,20.41,55.5,24.09,0.0,0.97,0.03,-0.0861
Rarely,Never,Rarely,Always,Always,0.4538940849623563,0.3653,0.0256,0.1905,0.015,30.48,62.32,7.21,0.17,0.83,0.0,0.4905
Often,Often,Always,Rarely,Never,3.698774473114251,0.3264,0.0204,0.1497,0.0158,24.02,28.71,47.28,0.0,0.89,0.11,-0.3117
Always,Always,Often,Sometimes,Rarely,3.509357413523924,0.2828,0.0114,0.1071,0.0188,20.27,23.72,56.01,0.0,0.71,0.29,-0.8404
Rarely,Never,Rarely,Often,Always,1.0317665108606224,0.2814,0.011,0.073,0.0103,17.15,82.85,0.0,0.33,0.67,0.0,0.9462
Often,Often,Often,Rarely,Rarely,2.639936184136716,0.2869,0.0211,0.1189,0.0193,0.0,63.3,36.7,0.0,0.9,0.1,-0.2881
Often,Often,Often,Rarely,Never,3.2688888008048633,0.299,0.0221,0.1427,0.0116,0.0,67.37,32.63,0.0,0.84,0.16,-0.447
Sometimes,Often,Always,Rarely,Sometimes,2.2208032463978493,0.2743,0.0126,0.1631,0.0143,0.08,65.43,34.49,0.0,0.84,0.16,-0.443
Often,Sometimes,Sometimes,Sometimes,Sometimes,2.118602313424026,0.31,0.0232,0.0992,0.0162,21.76,30.33,47.91,0.0,0.87,0.13,-0.3616
Rarely,Never,Rarely,Often,Always,0.9674091636018067,0.3141,0.0279,0.0892,0.0152,14.27,58.38,27.35,0.07,0.93,0.0,0.2104
Never,Never,Never,Always,Always,0.37241107122359685,0.3084,0.0186,0.115,0.0165,31.07,68.93,0.0,0.28,0.72,0.0,0.7948
Often,Often,Always,Rarely,Never,3.588863031813307,0.2564,0.0171,0.1401,0.0138,0.0,53.13,46.87,0.0,0.89,0.11,-0.3267
Always,Often,Always,Never,Never,3.601672228653322,0.3105,0.0141,0.1061,0.0188,5.84,54.48,39.68,0.0,0.65,0.35,-1.0
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.5324058290930718,0.2888,0.0264,0.0685,0.0161,42.02,27.18,30.8,0.0,0.82,0.18,-0.5258
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.3561191641948027,0.3481,0.0127,0.0252,0.012,24.35,75.65,0.0,0.03,0.97,0.0,0.083
Rarely,Rarely,Often,Always,Sometimes,1.3968382984506436,0.3728,0.021,0.1065,0.0189,27.84,55.59,16.57,0.0,1.0,0.0,-0.0076
Often,Sometimes,Sometimes,Never,Rarely,2.9038227154809575,0.2504,0.0241,0.1225,0.0149,30.14,16.77,53.09,0.0,0.86,0.14,-0.397
Always,Often,Often,Rarely,Rarely,3.5884410398103084,0.2678,0.0276,0.1471,0.0141,0.0,57.72,42.28,0.0,0.65,0.35,-1.0
Often,Always,Often,Rarely,Never,3.548345697060469,0.2558,0.0264,0.1833,0.0177,17.52,46.59,35.89,0.0,0.84,0.16,-0.4589
Sometimes,Always,Often,Rarely,Sometimes,3.1195021834304955,0.3087,0.028,0.1199,0.0116,0.0,41.55,58.45,0.0,0.65,0.35,-1.0
Sometimes,Sometimes,Often,Sometimes,Rarely,2.568126584617151,0.3131,0.0234,0.1082,0.0183,16.27,50.6,33.13,0.05,0.95,0.0,0.1461
Never,Rarely,Never,Often,Often,0.33655985998019533,0.3209,0.0284,0.1444,0.0176,34.07,65.93,0.0,0.26,0.74,0.0,0.7297
Rarely,Rarely,Never,Often,Often,0.6465148563784551,0.3431,0.0258,0.1656,0.0184,29.12,66.17,4.7,0.35,0.65,0.0,1.0
Often,Always,Often,Never,Never,3.594216754108317,0.2696,0.0119,0.1292,0.0192,0.0,41.65,58.35,0.0,0.92,0.08,-0.2265
Rarely,Often,Sometimes,Sometimes,Sometimes,2.4257162386383597,0.303,0.0235,0.1217,0.0177,32.71,54.32,12.97,0.02,0.98,0.0,0.0622
Rarely,Never,Rarely,Always,Always,0.03678820646651859,0.3194,0.0265,0.0967,0.0123,57.92,42.08,0.0,0.09,0.91,0.0,0.2693
Rarely,Never,Rarely,Often,Often,0.4058861714641284,0.3054,0.0169,0.109,0.0197,37.12,48.14,14.75,0.17,0.83,0.0,0.4996
Sometimes,Often,Often,Rarely,Rarely,2.6540070764322232,0.3031,0.0196,0.1148,0.0155,31.28,51.92,16.8,0.0,0.8,0.2,-0.5663
Never,Never,Never,Always,Always,0.020246335384874747,0.2581,0.0267,0.0408,0.0125,18.81,68.36,12.83,0.35,0.65,0.0,1.0
Rarely,Sometimes,Rarely,Sometimes,Often,0.6432322056699946,0.2981,0.029,0.1058,0.0173,30.94,45.36,23.7,0.35,0.65,0.0,1.0
Sometimes,Often,Sometimes,Sometimes,Sometimes,2.1949351574663445,0.3064,0.026,0.1985,0.016,0.0,79.78,20.22,0.0,0.95,0.05,-0.1335
Often,Sometimes,Often,Sometimes,Never,2.767580790770773,0.2991,0.0134,0.0751,0.0153,3.02,75.03,21.96,0.0,1.0,0.0,-0.0025
Often,Sometimes,Often,Rarely,Rarely,2.607845038010402,0.3206,0.0236,0.1478,0.0106,32.64,35.91,31.45,0.0,0.95,0.05,-0.1358
Rarely,Rarely,Never,Often,Often,0.8970772378422391,0.2861,0.0164,0.0718,0.0125,51.69,30.21,18.09,0.13,0.87,0.0,0.3771
Always,Often,Often,Rarely,Rarely,2.8487168853901434,0.3587,0.0175,0.1787,0.0136,4.98,68.21,26.81,0.0,0.65,0.35,-1.0
Rarely,Rarely,Never,Often,Often,0.9489963499872003,0.334,0.0147,0.0506,0.0173,28.71,71.29,0.0,0.28,0.72,0.0,0.8074
Rarely,Rarely,Never,Often,Often,1.301598792637071,0.349,0.0235,0.0813,0.0129,18.32,81.68,0.0,0.0,0.96,0.04,-0.1049
Often,Often,Often,Never,Rarely,2.9859656204720966,0.3216,0.0135,0.0901,0.0176,21.47,53.1,25.43,0.0,0.79,0.21,-0.6122
Often,Sometimes,Often,Never,Never,2.5985315961888587,0.3251,0.012,0.1658,0.019,1.27,69.67,29.07,0.0,0.95,0.05,-0.1365
Always,Sometimes,Often,Never,Rarely,3.3968936419767117,0.3945,0.0119,0.1275,0.0155,0.0,51.91,48.09,0.0,0.98,0.02,-0.0653
Often,Often,Sometimes,Sometimes,Sometimes,2.6304515692013735,0.3475,0.0143,0.1274,0.0159,8.68,41.26,50.06,0.0,0.74,0.26,-0.752
Often,Sometimes,Often,Sometimes,Rarely,2.2732344133418865,0.3599,0.0114,0.1813,0.0159,29.62,52.63,17.75,0.0,0.92,0.08,-0.2385
Rarely,Never,Never,Always,Often,0.3746990713123699,0.3142,0.0188,0.0999,0.0102,47.55,32.09,20.36,0.28,0.72,0.0,0.804
Rarely,Rarely,Sometimes,Often,Often,1.470863212237734,0.3592,0.0108,0.097,0.012,36.78,58.15,5.07,0.18,0.82,0.0,0.5033
Rarely,Never,Rarely,Rarely,Sometimes,1.0608094707269018,0.3049,0.0273,0.1208,0.0175,24.22,75.78,0.0,0.03,0.97,0.0,0.072
Rarely,Sometimes,Rarely,Often,Often,0.9759585735163343,0.2566,0.0261,0.1135,0.0143,45.81,32.4,21.79,0.35,0.65,0.0,0.996
Always,Always,Always,Never,Rarely,3.8920422190097823,0.2831,0.0294,0.1468,0.0175,19.12,34.09,46.79,0.0,0.65,0.35,-1.0
Often,Rarely,Sometimes,Often,Sometimes,1.5723908986670416,0.2679,0.0147,0.1307,0.0145,0.0,84.38,15.62,0.1,0.9,0.0,0.2797
Always,Always,Always,Never,Never,3.568186220708453,0.304,0.0216,0.1292,0.0139,0.0,34.82,65.18,0.0,0.68,0.32,-0.9154
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.5245545039890516,0.3034,0.0295,0.1609,0.0133,20.66,48.62,30.72,0.0,0.68,0.32,-0.9036
Often,Often,Often,Rarely,Rarely,3.1792452141665937,0.3347,0.0217,0.0909,0.0154,38.96,10.55,50.49,0.0,0.82,0.18,-0.5019
Rarely,Sometimes,Rarely,Sometimes,Sometimes,2.0105483724207684,0.3034,0.0252,0.1022,0.0115,0.0,69.64,30.36,0.2,0.8,0.0,0.5777
Rarely,Often,Sometimes,Rarely,Rarely,2.3076155385054364,0.2869,0.0228,0.1407,0.0141,0.0,76.71,23.29,0.0,0.95,0.05,-0.1473
Sometimes,Sometimes,Rarely,Often,Sometimes,1.9700707752754556,0.2678,0.0235,0.1635,0.0112,23.11,48.66,28.23,0.0,0.96,0.04,-0.1251
Never,Sometimes,Never,Always,Often,0.780971951192178,0.3261,0.0159,0.145,0.0102,23.37,54.77,21.86,0.0,0.8,0.2,-0.5649
Sometimes,Sometimes,Sometimes,Rarely,Rarely,2.8898084610460213,0.3264,0.0101,0.1401,0.0125,1.78,56.93,41.29,0.0,0.89,0.11,-0.3285
Sometimes,Sometimes,Rarely,Sometimes,Often,1.1230894497634232,0.2896,0.0137,0.1074,0.0198,32.52,43.43,24.05,0.12,0.88,0.0,0.3522
Never,Never,Never,Often,Often,0.09726386572581536,0.2915,0.0137,0.1273,0.0165,29.19,70.81,0.0,0.35,0.65,0.0,0.9952
Often,Often,Sometimes,Rarely,Sometimes,2.5818891836286713,0.2948,0.0207,0.0517,0.0102,0.0,71.22,28.78,0.0,0.75,0.25,-0.7125
Sometimes,Rarely,Rarely,Always,Always,0.7084427176281958,0.3261,0.0217,0.0466,0.0167,39.37,37.1,23.53,0.18,0.82,0.0,0.5165
Always,Always,Always,Never,Never,3.761834337411657,0.3397,0.0181,0.1099,0.0168,0.0,67.6,32.4,0.0,0.99,0.01,-0.0352
Always,Often,Always,Never,Rarely,3.8157143080103495,0.3047,0.0179,0.2414,0.0139,0.0,76.25,23.75,0.0,0.67,0.33,-0.9289
Often,Often,Often,Rarely,Never,3.659457560881794,0.2854,0.0193,0.1687,0.0147,0.0,57.96,42.04,0.0,0.8,0.2,-0.559
Sometimes,Sometimes,Often,Often,Often,1.4806348010217776,0.3011,0.0204,0.1315,0.0166,48.54,51.46,0.0,0.14,0.86,0.0,0.3862
Rarely,Never,Never,Always,Often,0.061826466115469714,0.2728,0.0184,0.0721,0.0191,50.89,36.13,12.98,0.33,0.67,0.0,0.9533
Always,Always,Always,Never,Rarely,3.7132742503509015,0.2753,0.0107,0.172,0.0141,0.0,68.97,31.03,0.0,0.84,0.16,-0.4532
Sometimes,Rarely,Sometimes,Often,Often,1.7127365932692573,0.3701,0.0207,0.113,0.0145,40.1,51.77,8.12,0.0,0.92,0.08,-0.2407
Often,Always,Often,Rarely,Never,3.8666192761746783,0.2388,0.0207,0.1545,0.012,0.0,63.39,36.61,0.0,0.65,0.35,-1.0
Often,Often,Always,Never,Rarely,3.8544799083570114,0.3644,0.0289,0.1085,0.0114,9.26,32.07,58.67,0.0,0.65,0.35,-1.0
Often,Often,Often,Never,Rarely,3.4120378218694403,0.2644,0.0167,0.0953,0.0159,7.41,44.54,48.05,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Always,1.1777955682783428,0.2771,0.0194,0.2043,0.0157,34.34,49.65,16.01,0.19,0.81,0.0,0.5399
Rarely,Rarely,Sometimes,Sometimes,Sometimes,1.540390914407701,0.3762,0.0233,0.1269,0.0143,20.5,68.9,10.6,0.19,0.81,0.0,0.5547
Always,Always,Often,Rarely,Rarely,3.4045466860674276,0.2622,0.0181,0.1171,0.0121,0.0,51.72,48.28,0.0,0.88,0.12,-0.3303
Rarely,Rarely,Sometimes,Sometimes,Often,1.2676880206251107,0.2454,0.0118,0.1261,0.0159,26.7,67.66,5.64,0.08,0.92,0.0,0.2356
Never,Sometimes,Never,Often,Always,0.67797098674437,0.4561,0.0292,0.0715,0.0185,39.52,60.48,0.0,0.12,0.88,0.0,0.3463
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.2272050498334006,0.3055,0.018,0.1415,0.0117,11.2,66.1,22.7,0.01,0.99,0.0,0.0185
Often,Often,Often,Rarely,Never,3.744619096643124,0.3385,0.0199,0.1755,0.0173,0.0,68.43,31.57,0.1,0.9,0.0,0.2827
Often,Sometimes,Often,Rarely,Never,2.784119186699892,0.2463,0.0253,0.1316,0.0126,0.0,66.14,33.86,0.0,0.73,0.27,-0.7631
Sometimes,Sometimes,Often,Sometimes,Often,2.28024468035746,0.2845,0.0231,0.1121,0.0171,0.0,77.5,22.5,0.09,0.91,0.0,0.2668
Never,Rarely,Never,Always,Often,0.38870597508307414,0.3452,0.0169,0.0663,0.0141,52.51,47.49,0.0,0.15,0.85,0.0,0.4174
Often,Often,Always,Sometimes,Sometimes,2.460028906796679,0.3108,0.0188,0.1459,0.0104,10.61,55.91,33.48,0.01,0.99,0.0,0.0195
Always,Always,Often,Never,Rarely,3.960215400417053,0.3369,0.0103,0.1869,0.017,0.74,45.26,54.0,0.0,0.85,0.15,-0.4322
Rarely,Never,Never,Always,Often,0.5603360609460961,0.2889,0.0107,0.0703,0.0132,26.63,73.37,0.0,0.35,0.65,0.0,1.0
Sometimes,Often,Often,Often,Sometimes,2.073318609454947,0.2925,0.0102,0.1525,0.0114,11.88,62.27,25.84,0.04,0.96,0.0,0.1283
Always,Often,Always,Never,Rarely,3.5094922877118218,0.3248,0.0211,0.1926,0.0199,23.85,13.43,62.72,0.0,0.98,0.02,-0.0641
Often,Often,Often,Rarely,Rarely,2.9630744710168178,0.2636,0.0205,0.1774,0.0104,11.14,23.14,65.72,0.0,0.65,0.35,-1.0
Often,Often,Often,Rarely,Rarely,2.788062963981072,0.312,0.0222,0.0832,0.0164,4.67,53.46,41.86,0.0,0.75,0.25,-0.7279
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.809936335948437,0.2824,0.0101,0.1472,0.0156,0.0,53.7,46.3,0.0,0.8,0.2,-0.5663
Rarely,Rarely,Sometimes,Often,Often,1.4379646048790207,0.3222,0.0211,0.1258,0.0166,1.46,84.35,14.19,0.08,0.92,0.0,0.2279
Sometimes,Sometimes,Rarely,Often,Often,1.1743673770579734,0.2736,0.0166,0.1054,0.0172,25.38,37.47,37.16,0.0,0.83,0.17,-0.4814
Sometimes,Always,Always,Rarely,Rarely,3.2374446219140545,0.3781,0.015,0.1538,0.012,5.43,49.3,45.27,0.0,0.99,0.01,-0.0285
Often,Sometimes,Often,Never,Rarely,3.240453578716723,0.3303,0.016,0.1176,0.0158,31.08,48.87,20.06,0.0,0.98,0.02,-0.0507
Always,Often,Often,Never,Never,3.468289274320415,0.2889,0.0197,0.1396,0.0131,1.15,46.63,52.22,0.0,0.73,0.27,-0.7791
Sometimes,Always,Often,Never,Rarely,3.652962210225885,0.2547,0.0121,0.1745,0.0185,0.0,29.79,70.21,0.0,0.7,0.3,-0.8486
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.045369595443751,0.3029,0.0264,0.1723,0.0155,0.0,74.11,25.89,0.08,0.92,0.0,0.2307
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.0060651787487984,0.3256,0.0201,0.1022,0.0146,11.38,70.93,17.68,0.19,0.81,0.0,0.5386
Often,Sometimes,Often,Rarely,Rarely,3.1931807158671006,0.19,0.0245,0.1818,0.012,0.0,50.47,49.53,0.0,0.93,0.07,-0.2107
Sometimes,Rarely,Often,Rarely,Rarely,2.5998557231110606,0.2844,0.0187,0.139,0.0107,13.2,46.63,40.17,0.0,0.72,0.28,-0.7907
Always,Often,Often,Rarely,Rarely,2.8078675090308134,0.2891,0.0165,0.1252,0.0172,20.37,25.28,54.34,0.0,0.93,0.07,-0.1995
Often,Often,Often,Rarely,Rarely,3.183170677744404,0.2589,0.0165,0.1354,0.0148,17.78,71.34,10.88,0.12,0.88,0.0,0.3458
Always,Always,Always,Rarely,Rarely,3.560021367270265,0.3052,0.0242,0.1525,0.0195,2.94,27.7,69.36,0.0,0.65,0.35,-1.0
Sometimes,Rarely,Never,Often,Often,1.3519806274061432,0.3694,0.0181,0.0757,0.012,42.65,7.31,50.04,0.04,0.96,0.0,0.1243
Sometimes,Sometimes,Rarely,Often,Sometimes,1.502331810559776,0.2392,0.0127,0.16,0.015,0.0,84.08,15.92,0.35,0.65,0.0,1.0
Never,Never,Never,Always,Often,0.375927759363476,0.3847,0.0292,0.1214,0.0182,46.42,53.58,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.313120563984696,0.2849,0.0213,0.0975,0.0101,7.86,53.44,38.7,0.0,0.87,0.13,-0.3847
Never,Never,Never,Often,Always,0.14376909518696834,0.3576,0.022,0.1362,0.0148,64.04,35.33,0.63,0.35,0.65,0.0,1.0
Often,Sometimes,Sometimes,Often,Sometimes,1.8623920725298406,0.2798,0.0206,0.1546,0.0127,22.47,51.68,25.84,0.0,0.9,0.1,-0.2752
Often,Sometimes,Often,Rarely,Rarely,2.1705785388303065,0.301,0.0104,0.1234,0.011,29.07,54.64,16.28,0.17,0.83,0.0,0.4747
Sometimes,Rarely,Sometimes,Sometimes,Often,1.1461650085131376,0.3533,0.014,0.1488,0.0131,28.32,71.68,0.0,0.04,0.96,0.0,0.1062
Sometimes,Sometimes,Sometimes,Rarely,Rarely,2.363333042276043,0.3471,0.0191,0.1046,0.0151,9.16,67.69,23.15,0.0,0.99,0.01,-0.0188
Rarely,Rarely,Never,Often,Always,0.12200099975619771,0.2888,0.0244,0.1188,0.0134,11.53,88.47,0.0,0.35,0.65,0.0,1.0
Never,Never,Never,Always,Always,0.14939275499685767,0.3287,0.0181,0.1277,0.0122,48.41,33.22,18.36,0.33,0.67,0.0,0.9498
Always,Always,Always,Rarely,Rarely,3.290402242638633,0.3074,0.025,0.1334,0.0114,0.0,58.62,41.38,0.0,0.98,0.02,-0.0642
Sometimes,Rarely,Rarely,Sometimes,Sometimes,1.4407625656450516,0.2577,0.0261,0.0893,0.0137,45.46,49.34,5.19,0.1,0.9,0.0,0.2883
Rarely,Rarely,Rarely,Often,Often,0.5082420506075391,0.3939,0.0239,0.0872,0.0177,44.21,34.6,21.19,0.14,0.86,0.0,0.4119
Often,Sometimes,Rarely,Sometimes,Sometimes,2.0889730402192175,0.3067,0.0269,0.1119,0.0176,0.0,67.3,32.7,0.26,0.74,0.0,0.7511
Often,Often,Always,Rarely,Rarely,3.0799742123944434,0.2651,0.0271,0.1244,0.0169,13.6,52.33,34.07,0.0,0.88,0.12,-0.3333
Sometimes,Rarely,Never,Often,Often,0.8632841099873727,0.2401,0.0256,0.1651,0.0119,33.36,50.51,16.13,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.491561903276001,0.3293,0.0282,0.0631,0.0127,31.6,22.52,45.88,0.0,0.94,0.06,-0.1699
Sometimes,Never,Rarely,Often,Always,0.341389859975072,0.3075,0.0212,0.0976,0.013,36.44,63.56,0.0,0.35,0.65,0.0,1.0
Never,Never,Never,Often,Always,0.2067268846744308,0.2615,0.0194,0.1277,0.0107,24.99,75.01,0.0,0.31,0.69,0.0,0.8797
Rarely,Sometimes,Often,Often,Sometimes,2.125418526272592,0.3356,0.0186,0.0636,0.0183,39.78,22.78,37.43,0.0,0.91,0.09,-0.2469
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.162540486440426,0.2618,0.0195,0.0944,0.0104,29.01,52.6,18.4,0.0,0.79,0.21,-0.6083
Sometimes,Sometimes,Always,Rarely,Rarely,2.549719605992826,0.2862,0.0233,0.1144,0.0134,23.2,31.65,45.15,0.0,0.88,0.12,-0.356
Often,Always,Sometimes,Rarely,Sometimes,2.904365334890646,0.2841,0.0122,0.1239,0.0129,15.09,56.43,28.48,0.0,0.82,0.18,-0.5092
Always,Always,Always,Rarely,Never,3.9034083178501384,0.2598,0.0229,0.1182,0.0146,0.99,65.05,33.96,0.0,0.65,0.35,-1.0
Rarely,Sometimes,Often,Sometimes,Sometimes,2.0652013932047812,0.3085,0.0158,0.1021,0.0116,0.0,71.31,28.69,0.0,0.88,0.12,-0.338
Sometimes,Often,Rarely,Sometimes,Sometimes,1.2918258917649839,0.3291,0.0164,0.1821,0.0161,23.62,76.38,0.0,0.2,0.8,0.0,0.569
Often,Often,Often,Never,Rarely,3.1807447790748147,0.28,0.0107,0.0819,0.0159,0.0,42.59,57.41,0.0,0.91,0.09,-0.2552
Rarely,Never,Rarely,Sometimes,Often,1.0833290050482969,0.2994,0.0229,0.1395,0.0183,28.61,46.72,24.67,0.33,0.67,0.0,0.9292
Sometimes,Rarely,Sometimes,Often,Sometimes,1.7558856828225444,0.3835,0.0199,0.0698,0.0182,6.28,59.8,33.92,0.07,0.93,0.0,0.2095
Never,Never,Never,Often,Always,0.31382552536906383,0.3526,0.0171,0.1251,0.0179,12.77,87.23,0.0,0.08,0.92,0.0,0.2266
Never,Never,Never,Always,Often,0.10140297366183004,0.2633,0.0104,0.0354,0.0177,38.55,61.45,0.0,0.08,0.92,0.0,0.2353
Always,Always,Always,Rarely,Rarely,3.8505936587117002,0.2582,0.0244,0.1025,0.0119,12.95,33.37,53.68,0.0,0.75,0.25,-0.7186
Often,Often,Always,Never,Never,3.3439204820488233,0.2528,0.0132,0.1699,0.017,10.13,49.88,39.99,0.0,0.73,0.27,-0.7748
Often,Sometimes,Sometimes,Rarely,Rarely,2.783896824374792,0.2972,0.0175,0.1391,0.0167,0.0,76.51,23.49,0.0,0.83,0.17,-0.4898
Sometimes,Sometimes,Rarely,Often,Sometimes,1.6358117776570795,0.2875,0.0289,0.0942,0.012,13.4,28.05,58.55,0.17,0.83,0.0,0.4926
Rarely,Rarely,Never,Always,Always,0.6931772802833831,0.2807,0.0178,0.149,0.0116,42.93,22.48,34.59,0.14,0.86,0.0,0.3883
Rarely,Never,Never,Often,Often,0.6257481706843442,0.3156,0.0157,0.1478,0.013,26.01,73.99,0.0,0.35,0.65,0.0,1.0
Sometimes,Rarely,Rarely,Often,Always,1.0009715926583813,0.2992,0.0206,0.1707,0.0181,0.09,76.76,23.15,0.03,0.97,0.0,0.0888
Sometimes,Often,Often,Sometimes,Rarely,2.196906658824482,0.2842,0.0138,0.1263,0.0186,17.45,44.59,37.96,0.0,0.69,0.31,-0.8896
Sometimes,Sometimes,Often,Never,Rarely,2.8583836908002493,0.2635,0.0243,0.1501,0.0174,0.14,67.14,32.72,0.09,0.91,0.0,0.2521
Sometimes,Often,Often,Rarely,Sometimes,2.640789506870925,0.2763,0.0237,0.1821,0.0102,11.35,46.98,41.67,0.11,0.89,0.0,0.3099
Sometimes,Never,Rarely,Often,Often,1.1197355877837714,0.2671,0.0198,0.0954,0.0177,42.73,53.94,3.33,0.09,0.91,0.0,0.2542
Often,Often,Always,Never,Never,3.8194611226527764,0.3047,0.0135,0.1841,0.0142,11.15,51.1,37.75,0.0,0.89,0.11,-0.3019
Often,Always,Often,Rarely,Sometimes,2.951587666783074,0.2406,0.0208,0.0871,0.0177,0.0,57.89,42.11,0.0,0.88,0.12,-0.3378
Sometimes,Sometimes,Sometimes,Rarely,Often,2.2174162100456027,0.3242,0.0257,0.134,0.012,26.44,35.91,37.65,0.0,0.95,0.05,-0.1486
Often,Sometimes,Often,Sometimes,Sometimes,2.446882984937409,0.3573,0.0291,0.1291,0.017,19.97,38.11,41.93,0.0,0.83,0.17,-0.4799
Rarely,Often,Rarely,Sometimes,Often,1.6784002497111596,0.3359,0.0195,0.0867,0.0154,31.72,26.75,41.53,0.04,0.96,0.0,0.1246
Rarely,Sometimes,Rarely,Often,Often,0.9909239580046298,0.3303,0.0123,0.146,0.0141,38.53,34.53,26.95,0.01,0.99,0.0,0.0213
Rarely,Sometimes,Rarely,Always,Often,1.4238907146050463,0.3117,0.0116,0.1244,0.0156,16.83,66.18,16.99,0.24,0.76,0.0,0.696
Often,Often,Often,Sometimes,Never,3.0313844418574765,0.2845,0.022,0.1378,0.0109,0.0,73.78,26.22,0.0,0.75,0.25,-0.7103
Never,Never,Never,Always,Always,0.057573954519023474,0.2427,0.0278,0.1306,0.018,36.93,60.18,2.89,0.23,0.77,0.0,0.6662
Never,Never,Never,Always,Always,0.46429056202766494,0.3507,0.0266,0.0962,0.0104,39.33,41.39,19.28,0.35,0.65,0.0,1.0
Never,Never,Never,Often,Always,0.184010568087011,0.3484,0.019,0.1338,0.0194,34.38,60.28,5.35,0.15,0.85,0.0,0.4419
Never,Never,Never,Always,Always,0.16291520927588055,0.303,0.0189,0.167,0.02,58.88,41.12,0.0,0.28,0.72,0.0,0.8086
Often,Often,Always,Never,Rarely,3.421842336044029,0.316,0.0202,0.1006,0.0144,0.0,74.11,25.89,0.0,0.66,0.34,-0.9587
Always,Often,Sometimes,Rarely,Rarely,2.8146314375200947,0.2582,0.0218,0.1612,0.0157,23.2,57.8,19.01,0.0,0.98,0.02,-0.0562
Often,Rarely,Often,Sometimes,Sometimes,1.8966953163493008,0.3189,0.0197,0.1039,0.0183,26.62,68.15,5.23,0.0,0.98,0.02,-0.0516
Never,Rarely,Rarely,Often,Always,0.3913366426040059,0.3063,0.0107,0.1188,0.0182,50.93,49.07,0.0,0.1,0.9,0.0,0.2786
Rarely,Sometimes,Often,Sometimes,Rarely,1.9664635004673294,0.2858,0.0195,0.0727,0.0187,4.58,65.39,30.02,0.0,0.84,0.16,-0.4553
Sometimes,Sometimes,Sometimes,Often,Sometimes,1.8938870831222627,0.3284,0.0101,0.1168,0.0124,28.65,52.4,18.94,0.02,0.98,0.0,0.046
Rarely,Never,Never,Always,Always,0.6928074796400607,0.3616,0.0213,0.0712,0.011,51.12,44.67,4.21,0.28,0.72,0.0,0.7959
Sometimes,Rarely,Sometimes,Often,Sometimes,1.7354065969518921,0.3614,0.019,0.1164,0.0178,34.54,65.46,0.0,0.35,0.65,0.0,1.0
Rarely,Sometimes,Rarely,Often,Often,1.5940189375894938,0.2704,0.0287,0.1612,0.0181,35.34,31.08,33.59,0.06,0.94,0.0,0.1761
Sometimes,Often,Sometimes,Rarely,Sometimes,2.463400392208866,0.3855,0.0243,0.127,0.0142,45.59,22.34,32.07,0.0,0.88,0.12,-0.3491
Sometimes,Often,Sometimes,Rarely,Sometimes,2.540374603470575,0.2857,0.0148,0.1149,0.0117,30.46,15.43,54.12,0.01,0.99,0.0,0.0282
Never,Never,Never,Always,Always,0.18121603908817807,0.25,0.0119,0.0788,0.0117,31.13,67.62,1.25,0.35,0.65,0.0,1.0
Sometimes,Rarely,Sometimes,Sometimes,Often,1.4984504585058849,0.332,0.0299,0.1636,0.0123,24.68,33.65,41.68,0.2,0.8,0.0,0.5764
Sometimes,Always,Often,Rarely,Sometimes,2.5034396628569455,0.3843,0.0225,0.1276,0.0178,7.91,63.21,28.88,0.03,0.97,0.0,0.0719
Sometimes,Often,Sometimes,Often,Sometimes,2.012545034320351,0.3221,0.0146,0.1211,0.0123,19.09,61.03,19.87,0.19,0.81,0.0,0.5326
